length,dia,pre,mass,quality,enthalpy,temp,outcome
0.01,2.5,2697,1766,0.433,346,150.31,2012
0.01,2.5,2599,1803,0.424,337,150.25,2012
0.01,2.5,2775,1767,0.434,347,151.76,2012
0.01,2.5,2422,1891,0.409,307,153.19,2017
0.01,2.5,2716,1304,0.532,389,140.7,1775
0.01,2.5,3089,1190,0.574,451,133.93,1763
0.01,2.5,2834,1227,0.558,426,134.56,1767
0.01,2.5,2726,1258,0.543,413,135.3,1769
0.01,2.5,2609,1282,0.531,403,135.06,1769
0.01,2.5,2334,1344,0.46,451,117.35,1760
0.01,2.5,2059,1422,0.431,422,117.2,1761
0.01,2.5,1922,1468,0.416,407,117.01,1761
0.01,2.5,1775,1559,0.432,300,137.96,1761
0.01,2.25,3442,179,0.916,849,46.14,492
0.01,2.25,2903,187,0.865,801,46.87,492
0.01,2.25,2922,182,0.901,798,47.99,491
0.01,2.25,2609,187,0.922,751,52.38,508
0.01,2.25,2501,193,0.873,741,52.28,506
0.01,2.25,2128,188,0.91,704,51.87,506
0.01,2.25,1540,195,0.873,638,50.37,506
0.01,2.25,1324,198,0.852,612,49.02,506
0.01,2.25,1245,195,0.878,604,47.93,508
0.01,2.25,951,203,0.846,547,48.99,512
0.01,2.25,853,203,0.857,529,48.45,516
0.01,2.25,530,206,0.857,446,48.53,516
0.01,2.25,598,205,0.861,466,48.56,516
0.01,2.25,2246,186,0.907,730,48.7,501
0.01,2.25,1844,184,0.94,689,47.6,510
0.01,2.25,3481,394,0.862,756,69.14,997
0.01,2.25,3305,395,0.85,749,67.46,993
0.01,2.25,2942,402,0.859,719,67.32,1015
0.01,2.25,2785,406,0.848,707,66.84,1015
0.01,2.25,2373,412,0.833,668,66.68,1015
0.01,2.25,1942,423,0.817,620,66.91,1023
0.01,2.25,1873,430,0.803,612,66.87,1025
0.01,2.25,1785,421,0.833,598,67.63,1028
0.01,2.25,1589,440,0.802,561,70.39,1036
0.01,2.25,1491,442,0.799,540,72.15,1033
0.01,2.25,1383,456,0.771,524,72.21,1035
0.01,2.25,1353,465,0.751,519,72.32,1033
0.01,2.25,1108,502,0.688,477,72.75,1036
0.01,2.25,941,528,0.649,446,72.66,1036
0.01,2.25,706,604,0.563,381,75.7,1039
0.01,2.25,3403,699,0.755,590,107.22,1494
0.01,2.25,2971,739,0.694,566,104.39,1494
0.01,2.25,2873,723,0.699,587,97.35,1490
0.01,2.25,2716,728,0.69,580,95.62,1490
0.01,2.25,2246,776,0.64,536,95.02,1496
0.01,2.25,1873,824,0.605,482,97.85,1500
0.01,2.25,1589,891,0.556,439,99.45,1504
0.01,2.25,1167,1074,0.459,356,103.98,1520
0.01,2.25,794,1272,0.403,245,112.98,1518
0.01,2.25,3158,1266,0.556,426,141.15,1998
0.01,2.25,2932,1283,0.54,426,136.61,2001
0.01,2.25,2648,1330,0.52,398,137.1,1999
0.01,2.25,2805,1310,0.532,411,137.46,2008
0.01,2.25,2540,1434,0.475,384,137.96,2008
0.01,2.25,2363,1472,0.467,361,139.21,2013
0.01,2.25,2197,1527,0.45,342,139.58,2015
0.01,2.25,2050,1607,0.425,325,139.76,2015
0.01,2,3148,601,0.76,622,94.68,1491
0.01,2,3364,601,0.758,640,94.61,1491
0.01,2,3109,606,0.753,634,91.04,1505
0.01,2,3089,606,0.751,632,91.11,1501
0.01,2,2854,624,0.718,623,88.37,1503
0.01,2,2638,633,0.704,608,87.21,1503
0.01,2,2550,633,0.707,599,87.35,1505
0.01,2,2422,644,0.691,587,87.2,1505
0.01,2,2246,661,0.666,569,87.16,1501
0.01,2,2207,671,0.655,565,87.13,1505
0.01,2,2069,681,0.647,545,88.29,1505
0.01,2,1746,710,0.621,504,88.89,1509
0.01,2,1275,810,0.534,434,89.68,1511
0.01,2,1216,844,0.508,418,91.21,1509
0.01,2,1000,917,0.468,372,93.03,1511
0.01,2,824,990,0.439,323,96.09,1515
0.01,2,677,1071,0.411,282,97.52,1523
0.01,2,3472,984,0.623,533,122,2009
0.01,2,2726,1038,0.584,481,119.3,2011
0.01,2,2481,1064,0.572,454,120.14,2011
0.01,2,2295,1112,0.545,435,120.17,2021
0.01,2,2246,1127,0.545,414,123.91,2021
0.01,2,1648,1267,0.485,343,124.02,2030
0.01,2,3354,1652,0.456,402,150.5,2501
0.01,2,2893,1792,0.426,343,155.16,2498
0.01,2,2756,1843,0.414,329,155.53,2498
0.01,2,2667,1887,0.404,319,155.93,2498
0.01,2,3481,169,0.884,873,41.12,515
0.01,2,3423,172,0.861,870,40.75,514
0.01,2,3177,172,0.859,851,40.52,513
0.01,2,2422,168,0.894,783,40.34,513
0.01,2,2207,169,0.886,760,40.52,513
0.01,2,2020,173,0.863,740,40.36,514
0.01,2,1628,172,0.883,690,40.78,516
0.01,2,1265,173,0.878,638,40.57,515
0.01,2,1069,174,0.874,605,40.47,515
0.01,2,726,178,0.869,532,40.78,519
0.01,2,892,173,0.897,570,40.62,519
0.01,2,3658,341,0.868,816,58.05,995
0.01,2,3501,346,0.849,803,58.27,995
0.01,2,3364,344,0.859,792,58.31,995
0.01,2,3207,345,0.858,775,59.32,995
0.01,2,2628,349,0.85,721,60,995
0.01,2,3040,344,0.865,756,60.5,994
0.01,2,2795,346,0.863,721,63.71,992
0.01,2,2344,354,0.843,672,65.02,992
0.01,2,2265,358,0.836,648,68.79,989
0.01,2,1981,365,0.822,608,70.87,990
0.01,2,1657,371,0.812,565,71.6,992
0.01,2,1824,375,0.802,578,73.56,992
0.01,2,736,432,0.711,399,73.16,1010
0.01,1.75,3295,142,0.967,843,44.76,518
0.01,1.75,2991,144,0.925,820,44.17,512
0.01,1.75,2952,144,0.944,816,44.31,519
0.01,1.75,2677,148,0.902,795,43.38,517
0.01,1.75,2805,147,0.906,806,43.57,514
0.01,1.75,2285,147,0.905,760,42.49,513
0.01,1.75,2148,147,0.906,745,42.58,513
0.01,1.75,2040,147,0.907,733,42.58,513
0.01,1.75,1677,147,0.909,692,41.85,513
0.01,1.75,1442,147,0.918,658,42.25,515
0.01,1.75,1108,153,0.878,602,42.86,516
0.01,1.75,892,154,0.885,561,42.77,521
0.01,1.75,775,157,0.87,536,42.61,521
0.01,1.75,3462,292,0.893,789,60.89,986
0.01,1.75,3177,298,0.868,770,59.92,989
0.01,1.75,2962,299,0.862,755,59.13,989
0.01,1.75,2373,302,0.853,706,57.6,989
0.01,1.75,1903,307,0.838,655,57.44,989
0.01,1.75,1677,317,0.819,614,60.52,996
0.01,1.75,1275,331,0.785,556,60.57,999
0.01,1.75,1540,322,0.81,590,61.85,999
0.01,1.75,3481,504,0.807,673,88.96,1510
0.01,1.75,2824,518,0.776,639,83.92,1518
0.01,1.75,2609,526,0.759,626,82.26,1518
0.01,1.75,1648,622,0.61,539,77.52,1528
0.01,1.75,1432,653,0.584,496,80.62,1532
0.01,1.75,1314,685,0.551,475,81.38,1532
0.01,1.75,1255,682,0.551,462,82.25,1518
0.01,1.75,834,839,0.444,358,88.29,1521
0.01,1.75,686,909,0.412,316,89.99,1523
0.01,1.75,3452,778,0.697,568,113.36,1999
0.01,1.75,3226,787,0.683,560,110.94,1999
0.01,1.75,2805,803,0.66,540,107.05,1999
0.01,1.75,3011,791,0.669,563,105.92,1999
0.01,1.75,2648,824,0.64,525,107.16,2001
0.01,1.75,2471,856,0.619,497,109.74,2010
0.01,1.75,2050,940,0.563,435,113.89,2016
0.01,1.75,1814,1008,0.525,396,116.52,2021
0.01,1.75,1451,1163,0.45,337,119.01,2026
0.01,1.75,1579,1134,0.46,355,119.01,2026
0.01,1.75,1275,1243,0.415,317,117.42,2026
0.01,1.75,3383,1271,0.511,468,135.63,2494
0.01,1.75,3236,1286,0.504,459,134.94,2494
0.01,1.75,2667,1395,0.458,410,134.71,2491
0.01,1.75,2550,1432,0.447,395,135.61,2496
0.01,1.75,2432,1478,0.431,381,136.16,2493
0.01,1.75,2187,1541,0.418,353,136.75,2504
0.01,1.75,1961,1676,0.381,321,138.31,2504
0.01,1.75,3334,1731,0.405,434,142.67,2853
0.01,1.75,3256,1767,0.394,425,143.29,2846
0.01,1.75,3364,1741,0.405,428,144.63,2850
0.01,1.75,3119,1829,0.386,400,146.46,2852
0.01,1.5,3256,653,0.71,601,101.8,2031
0.01,1.5,3187,657,0.698,602,100.21,2026
0.01,1.5,3040,663,0.69,593,99.39,2028
0.01,1.5,2952,657,0.705,585,99.48,2036
0.01,1.5,2815,663,0.687,573,99.44,2015
0.01,1.5,2599,668,0.682,552,99.65,2012
0.01,1.5,2393,688,0.661,529,100.3,2017
0.01,1.5,2265,705,0.642,515,100.49,2017
0.01,1.5,2128,714,0.634,500,100.55,2017
0.01,1.5,2030,729,0.618,487,101.03,2014
0.01,1.5,1853,758,0.594,462,102.03,2019
0.01,1.5,1785,768,0.591,448,103.36,2028
0.01,1.5,1491,843,0.534,397,106.18,2025
0.01,1.5,3501,969,0.581,530,123.24,2509
0.01,1.5,3540,973,0.584,521,126.08,2509
0.01,1.5,3197,992,0.571,498,125.02,2509
0.01,1.5,3001,1013,0.554,486,123.93,2509
0.01,1.5,2785,1046,0.534,468,123.64,2514
0.01,1.5,2697,1062,0.528,455,124.79,2516
0.01,1.5,2609,1099,0.513,430,128.72,2516
0.01,1.5,2344,1149,0.488,404,128.67,2516
0.01,1.5,1961,1244,0.453,357,129.86,2528
0.01,1.5,1834,1291,0.436,343,129.59,2534
0.01,1.5,1657,1377,0.411,312,131.59,2541
0.01,1.5,1422,1437,0.4,274,132.83,2542
0.01,1.5,3413,1484,0.434,454,139.47,3023
0.01,1.5,3217,1525,0.421,441,138.79,3029
0.01,1.5,2893,1576,0.413,407,140.25,3035
0.01,1.5,2785,1636,0.394,394,141.02,3031
0.01,1.5,2648,1660,0.389,380,141.31,3027
0.01,1.5,2432,1736,0.374,355,142.24,3033
0.01,1.5,3442,2432,0.241,438,143.75,3506
0.01,1.5,3275,121,0.942,870,37.9,515
0.01,1.5,2834,123,0.953,814,42.28,520
0.01,1.5,2667,123,0.947,800,41.96,518
0.01,1.5,2383,121,0.966,776,41.08,520
0.01,1.5,2216,121,0.967,758,41.22,520
0.01,1.5,2069,126,0.913,743,40.97,520
0.01,1.5,1922,126,0.916,727,40.75,521
0.01,1.5,1775,126,0.918,710,40.54,521
0.01,1.5,1687,126,0.892,699,40.48,510
0.01,1.5,1638,126,0.891,695,39.9,510
0.01,1.5,1147,128,0.894,623,39.46,513
0.01,1.5,981,128,0.898,593,39.39,513
0.01,1.5,863,128,0.901,569,39.39,513
0.01,1.5,696,136,0.833,528,39.96,513
0.01,1.5,3530,259,0.864,832,51.86,1015
0.01,1.5,3256,263,0.846,810,51.91,1015
0.01,1.5,3138,263,0.852,802,51.48,1020
0.01,1.5,2981,264,0.842,791,50.91,1017
0.01,1.5,2775,264,0.843,773,50.82,1017
0.01,1.5,2687,264,0.848,764,51.03,1020
0.01,1.5,2638,264,0.849,759,51.13,1020
0.01,1.5,2511,264,0.851,747,51.08,1021
0.01,1.5,2383,264,0.853,734,51.14,1021
0.01,1.5,2226,265,0.848,718,51.06,1021
0.01,1.5,1373,278,0.827,598,54.16,1032
0.01,1.5,1069,303,0.744,544,55.07,1032
0.01,1.5,883,321,0.702,502,56.44,1035
0.01,1.5,3423,394,0.868,741,71.64,1495
0.01,1.5,3325,395,0.864,733,71.68,1495
0.01,1.5,3148,394,0.873,719,71.54,1499
0.01,1.5,2981,398,0.863,704,71.72,1500
0.01,1.5,2873,402,0.852,694,71.84,1500
0.01,1.5,2648,407,0.843,672,72.17,1504
0.01,1.5,2383,411,0.836,644,72.66,1505
0.01,1.5,1677,448,0.757,556,74.38,1510
0.01,1.5,1451,471,0.715,522,75.08,1511
0.01,1.5,1393,480,0.703,505,77.1,1511
0.01,1.5,1138,527,0.631,459,78.3,1512
0.01,1.5,1079,543,0.611,442,79.86,1512
0.01,1.5,961,577,0.576,409,82.43,1517
0.01,1.5,696,692,0.478,328,87.73,1524
0.01,1.25,3501,101,0.894,885,38.62,497
0.01,1.25,3001,102,0.895,844,38.62,503
0.01,1.25,3325,102,0.909,877,37.19,510
0.01,1.25,2540,100,0.954,809,36.9,513
0.01,1.25,2207,102,0.922,776,36.68,513
0.01,1.25,1912,102,0.926,741,37.11,513
0.01,1.25,1755,102,0.928,721,37.3,513
0.01,1.25,1275,105,0.9,653,37.36,511
0.01,1.25,775,102,0.931,564,35.91,508
0.01,1.25,647,105,0.913,530,36.45,510
0.01,1.25,2873,208,0.852,824,40.72,988
0.01,1.25,2589,210,0.846,798,40.67,988
0.01,1.25,2746,210,0.844,808,41.8,985
0.01,1.25,2177,210,0.854,753,41.42,989
0.01,1.25,2079,207,0.87,742,41.47,989
0.01,1.25,2020,210,0.855,735,41.55,989
0.01,1.25,1912,214,0.835,723,41.42,989
0.01,1.25,1775,210,0.856,712,40.06,989
0.01,1.25,1402,211,0.866,649,42.99,993
0.01,1.25,932,225,0.81,566,43.54,996
0.01,1.25,686,221,0.849,504,45.1,1003
0.01,1.25,637,251,0.722,489,45.63,1004
0.01,1.25,3599,328,0.854,821,55.77,1524
0.01,1.25,3481,332,0.84,811,55.98,1524
0.01,1.25,3413,332,0.845,805,56.13,1528
0.01,1.25,3315,332,0.845,797,56.17,1528
0.01,1.25,3128,334,0.839,782,56.07,1525
0.01,1.25,2903,335,0.833,762,56.21,1521
0.01,1.25,2363,341,0.83,707,57.11,1536
0.01,1.25,2628,339,0.815,730,57.84,1508
0.01,1.25,1804,354,0.776,642,57.68,1508
0.01,1.25,1559,359,0.769,611,57.46,1513
0.01,1.25,1393,369,0.744,587,57.51,1513
0.01,1.25,1236,373,0.738,562,57.63,1513
0.01,1.25,853,430,0.627,484,59.22,1519
0.01,1.25,628,494,0.537,424,60.59,1528
0.01,1.25,3579,464,0.808,740,74.78,2001
0.01,1.25,3197,469,0.798,718,72.76,2010
0.01,1.25,3070,472,0.792,708,72.6,2015
0.01,1.25,3011,476,0.787,697,74.02,2015
0.01,1.25,2775,475,0.791,675,74.26,2011
0.01,1.25,2569,484,0.775,652,75.14,2012
0.01,1.25,2285,490,0.773,617,76.7,2021
0.01,1.25,2363,498,0.757,617,78.62,2018
0.01,1.25,1932,517,0.728,570,78.57,2022
0.01,1.25,1726,538,0.692,544,78.75,2023
0.01,1.25,1648,557,0.663,530,79.67,2023
0.01,1.25,1265,619,0.584,475,79.53,2023
0.01,1.25,1128,663,0.549,429,85.03,2028
0.01,1.25,1030,696,0.525,398,88.2,2029
0.01,1.25,941,724,0.504,380,88.39,2034
0.01,1.25,3501,696,0.691,575,112.61,2495
0.01,1.25,3285,696,0.69,565,110.9,2495
0.01,1.25,3207,695,0.685,572,107.72,2495
0.01,1.25,3148,700,0.676,576,105.61,2500
0.01,1.25,2834,716,0.66,550,105.3,2506
0.01,1.25,2932,704,0.678,550,107.37,2500
0.01,1.25,2569,704,0.665,559,97.3,2511
0.01,1.25,2412,758,0.628,491,109.77,2511
0.01,1.25,2638,745,0.647,493,114.52,2506
0.01,1.25,2207,778,0.615,457,112.77,2507
0.01,1.25,2079,796,0.597,447,111.82,2507
0.01,1.25,1795,856,0.549,413,111.95,2513
0.01,1.25,1716,869,0.537,407,111.01,2509
0.01,1.25,1579,889,0.525,392,110.27,2514
0.01,1.25,1432,968,0.486,349,115.52,2521
0.01,1.25,1010,1208,0.402,228,127.54,2513
0.01,1.25,902,1238,0.39,219,124.63,2513
0.01,1.25,3344,984,0.566,510,125.02,2982
0.01,1.25,3550,965,0.566,550,119.42,2982
0.01,1.25,3403,957,0.572,547,117.4,2987
0.01,1.25,3001,985,0.552,521,115.66,2989
0.01,1.25,2373,1075,0.507,452,118.06,3002
0.01,1.25,2256,1101,0.493,439,118.26,3003
0.01,1.25,2050,1161,0.469,408,120.26,3009
0.01,1.25,1853,1213,0.449,381,121.19,3010
0.01,1.25,1540,1329,0.411,328,124.11,3005
0.01,1.25,1353,1434,0.387,284,128.06,3005
0.01,1.25,3511,1482,0.346,503,129.78,3299
0.01,1.25,3334,1450,0.359,500,127.19,3301
0.01,1.25,3540,1431,0.363,516,127.26,3306
0.01,1.25,3344,1463,0.38,458,137.24,3312
0.01,1.25,3099,1465,0.357,491,124.73,3318
0.01,1.25,3040,1491,0.384,484,125.19,3508
0.01,1.25,2932,1501,0.384,475,125.1,3514
0.01,1.25,2844,1530,0.378,463,126.08,3521
0.01,1.25,2746,1532,0.383,449,127.28,3522
0.01,1.25,2363,1665,0.353,400,130.06,3522
0.01,1.25,2648,1587,0.369,433,128.89,3522
0.01,1.25,2481,1648,0.354,410,130.5,3517
0.01,1.25,2157,1768,0.334,367,132.71,3523
0.01,1.25,3452,2515,0.204,422,147.67,3933
0.01,1,3109,159,0.9,884,31.24,995
0.01,1,2942,159,0.906,870,31.16,999
0.01,1,2216,160,0.908,795,32.36,1002
0.01,1,2040,160,0.905,776,32.28,999
0.01,1,1755,163,0.891,738,33.23,999
0.01,1,1569,167,0.866,712,33.61,999
0.01,1,1373,164,0.888,683,33.81,999
0.01,1,1157,171,0.856,645,34.61,1005
0.01,1,1010,172,0.859,613,35.93,1009
0.01,1,598,192,0.758,511,37.79,1008
0.01,1,814,181,0.809,563,38.27,1005
0.01,1,726,186,0.786,538,39.35,1005
0.01,1,3275,270,0.803,824,48.93,1523
0.01,1,3138,272,0.795,813,48.85,1519
0.01,1,2893,272,0.797,792,48.82,1519
0.01,1,2824,273,0.792,786,48.77,1519
0.01,1,2324,274,0.804,733,49.93,1531
0.01,1,2059,277,0.801,697,51.71,1531
0.01,1,1716,279,0.798,643,54.79,1523
0.01,1,1804,279,0.795,650,55.76,1519
0.01,1,1147,289,0.772,554,55.98,1519
0.01,1,804,336,0.645,481,57.35,1519
0.01,1,990,316,0.697,517,57.99,1523
0.01,1,3511,364,0.773,815,55.58,1981
0.01,1,3432,365,0.77,810,55.3,1981
0.01,1,3275,368,0.773,783,58.74,1985
0.01,1,3158,366,0.776,788,55.24,1995
0.01,1,3030,368,0.775,780,54.55,2000
0.01,1,2844,366,0.789,754,56.87,2004
0.01,1,2314,373,0.784,688,60.45,2004
0.01,1,2491,369,0.798,702,61.38,2009
0.01,1,2716,369,0.799,723,61.49,2014
0.01,1,1883,393,0.755,626,63.81,2033
0.01,1,1716,395,0.726,604,64.11,1981
0.01,1,1089,447,0.638,498,66.92,1990
0.01,1,1275,432,0.664,520,69.17,1985
0.01,1,726,517,0.544,411,69.72,1985
0.01,1,667,538,0.516,398,69.28,1980
0.01,1,3472,469,0.787,753,69.69,2509
0.01,1,3158,483,0.758,727,69.83,2514
0.01,1,3364,475,0.775,744,69.8,2514
0.01,1,2726,489,0.751,689,69.84,2519
0.01,1,2903,484,0.759,706,69.61,2519
0.01,1,2511,498,0.734,668,69.98,2519
0.01,1,2589,486,0.743,675,70.11,2483
0.01,1,2334,495,0.728,648,70.51,2483
0.01,1,2059,514,0.693,621,69.89,2483
0.01,1,2236,496,0.73,631,72.12,2483
0.01,1,1098,646,0.537,463,75.66,2488
0.01,1,1206,609,0.58,481,75.8,2493
0.01,1,3491,670,0.68,583,110.53,2983
0.01,1,2952,719,0.618,549,108.03,2995
0.01,1,3060,704,0.625,567,105.97,2977
0.01,1,2844,719,0.604,552,105.04,2965
0.01,1,2707,724,0.609,534,106.34,2983
0.01,1,2462,729,0.609,511,106.21,2989
0.01,1,2363,744,0.587,514,103.14,2989
0.01,1,2157,753,0.59,486,104.62,3006
0.01,1,1461,893,0.502,368,112.03,3018
0.01,1,1275,945,0.472,332,113.87,2995
0.01,1,824,1070,0.437,224,119.53,3000
0.01,1,3432,941,0.564,488,131.85,3492
0.01,1,3177,945,0.556,481,128.63,3485
0.01,1,3158,945,0.548,491,125.9,3479
0.01,1,2932,952,0.543,479,124.16,3479
0.00998,0.4,3040,1234,-0.001,890,28.4,6842
0.00998,0.4,3040,1348,-0.013,890,28.4,7287
0.00998,0.4,3040,1300,-0.005,890,28.4,7143
0.00998,0.4,3040,1565,-0.069,890,28.4,7477
0.0129,0.96,1245,131,0.778,629,41.95,954
0.0129,0.96,1098,131,0.779,602,42.43,950
0.0129,0.96,1216,131,0.772,624,42.01,948
0.0129,0.96,1069,127,0.799,600,41.66,939
0.0129,0.96,2942,220,0.701,791,50.09,1517
0.0129,0.96,2795,215,0.712,777,50.3,1493
0.0129,0.96,2677,204,0.771,770,49.37,1490
0.0129,0.96,2550,204,0.767,758,49.35,1483
0.0129,0.96,2373,205,0.757,737,50.17,1472
0.0129,0.96,2167,205,0.751,716,50.02,1461
0.0129,0.96,1952,207,0.744,689,50.69,1459
0.0129,0.96,1628,211,0.73,646,51.32,1456
0.0129,0.96,1255,212,0.732,589,51.91,1450
0.0129,0.96,2844,203,0.74,805,44.65,1461
0.0129,0.96,2138,206,0.716,726,46.87,1431
0.0129,0.96,2069,204,0.727,716,47.43,1424
0.0129,0.96,1981,202,0.738,701,48.62,1422
0.0129,0.96,1853,204,0.735,682,49.54,1422
0.0129,0.96,1481,205,0.734,631,50.06,1415
0.0129,0.96,1393,205,0.738,618,50.09,1417
0.0129,0.96,1324,217,0.739,610,49.49,1501
0.0129,0.96,1275,224,0.708,601,49.81,1501
0.0129,0.96,1177,224,0.712,585,49.78,1501
0.0129,0.96,3187,295,0.734,751,64.67,2038
0.0129,0.96,3070,291,0.743,738,65.42,2020
0.0129,0.96,2707,292,0.737,709,64.64,2010
0.0129,0.96,2207,299,0.723,653,66.13,2012
0.0129,0.96,2059,300,0.716,640,65.35,2003
0.0129,0.96,1893,300,0.716,622,65.05,1997
0.0129,0.96,1608,305,0.729,580,66.46,2038
0.0129,0.96,1334,311,0.695,535,67.8,1985
0.0129,0.96,3070,293,0.717,764,59.2,2014
0.0129,0.96,3138,292,0.72,764,60.58,2008
0.0129,0.96,2471,303,0.704,696,62.34,2028
0.0129,0.96,2363,303,0.704,681,63.33,2021
0.0129,0.96,2167,303,0.707,657,64.14,2015
0.0129,0.96,1814,308,0.691,607,66.34,1993
0.0129,0.96,1736,309,0.69,600,65.68,1996
0.0129,0.96,1589,314,0.681,573,67.52,1993
0.0129,0.96,1412,316,0.674,545,68.22,1978
0.0129,0.96,1294,320,0.667,521,69.65,1973
0.0129,0.96,1167,331,0.637,497,70.42,1962
0.0129,0.96,1069,328,0.648,480,70.36,1959
0.0129,0.96,922,341,0.621,456,69.35,1962
0.0129,0.96,863,348,0.607,443,69.53,1962
0.0129,0.96,3040,375,0.721,677,79.39,2479
0.0129,0.96,2824,384,0.698,659,79.15,2479
0.0129,0.96,2246,385,0.692,600,79.77,2443
0.0129,0.96,2059,383,0.702,581,79.44,2448
0.0129,0.96,1952,385,0.702,562,81.04,2445
0.0129,0.96,2677,387,0.684,655,76.88,2471
0.0129,0.96,2589,383,0.695,644,77.51,2465
0.0129,0.96,2354,389,0.684,615,78.88,2460
0.0129,0.96,2157,392,0.677,591,79.64,2448
0.0129,0.96,1961,395,0.676,567,80.1,2448
0.0129,0.96,1912,401,0.657,562,79.92,2437
0.0129,0.96,1814,407,0.644,549,80.19,2431
0.0129,0.96,1657,409,0.639,530,79.95,2420
0.0129,0.96,1491,415,0.636,502,81.22,2426
0.0129,0.96,1353,418,0.638,478,82.1,2430
0.0129,0.96,1275,422,0.631,464,82.53,2424
0.0129,0.96,1226,430,0.619,452,83.5,2424
0.0129,0.96,1844,392,0.696,532,85.12,2445
0.0129,0.96,1726,397,0.685,519,84.71,2445
0.0129,0.96,1657,400,0.677,506,85.67,2433
0.0129,0.96,1491,411,0.653,492,83.6,2432
0.0129,0.96,2864,520,0.594,583,98.11,2892
0.0129,0.96,2618,513,0.603,571,95.57,2885
0.0129,0.96,2491,523,0.59,559,95.5,2890
0.0129,0.96,2432,514,0.607,551,96.01,2886
0.0129,0.96,1893,532,0.587,487,97.23,2865
0.0129,0.96,1785,539,0.575,472,97.66,2844
0.0129,0.96,1677,546,0.569,456,98.19,2843
0.0129,0.96,1599,558,0.555,444,98.58,2843
0.0129,0.96,1481,568,0.545,424,99.44,2832
0.0129,0.96,1294,580,0.535,444,88.01,2920
0.0129,0.96,1157,609,0.5,368,100.73,2789
0.0129,0.96,1098,618,0.493,358,100.65,2789
0.0129,0.96,3177,530,0.606,587,103.57,2964
0.0129,0.96,2864,528,0.61,561,103.33,2948
0.0129,0.96,2736,522,0.62,550,103.18,2938
0.0129,0.96,2344,533,0.604,515,102.44,2927
0.0129,0.96,2059,542,0.601,485,102.28,2942
0.0129,0.96,1814,563,0.578,452,103.27,2940
0.0129,0.96,1667,580,0.555,433,103.34,2924
0.0129,0.96,1500,599,0.537,402,105.3,2909
0.0129,0.96,1334,618,0.517,379,104.94,2899
0.0129,0.96,3011,695,0.556,498,121.3,3489
0.0129,0.96,2667,722,0.533,467,121.3,3490
0.0129,0.96,2383,736,0.523,438,121.6,3476
0.0129,0.96,2295,747,0.515,426,122.29,3469
0.0129,0.96,2010,748,0.521,395,122.26,3463
0.0129,0.96,1638,799,0.484,345,123.24,3432
0.0129,0.96,1530,808,0.481,331,123.08,3432
0.0129,0.96,1432,838,0.463,317,123.07,3438
0.0129,0.96,1402,843,0.463,307,124.38,3438
0.0129,0.96,3070,713,0.558,475,127.91,3526
0.0129,0.96,2824,713,0.559,460,126.36,3526
0.0129,0.96,2638,722,0.552,441,126.78,3512
0.0129,0.96,2520,727,0.551,429,126.94,3519
0.0129,0.96,2275,740,0.545,404,126.98,3526
0.0129,0.96,2167,764,0.526,392,127.09,3531
0.0129,0.96,1893,796,0.502,360,127.27,3511
0.0129,0.96,1716,808,0.494,338,127.29,3490
0.0129,0.96,1618,820,0.488,325,127.32,3490
0.0129,0.96,2815,990,0.435,386,143.52,3902
0.0129,0.96,2422,1048,0.417,348,143.64,3934
0.0129,0.96,2305,1063,0.414,336,143.65,3944
0.0129,0.96,2108,1088,0.405,314,143.85,3923
0.0129,0.96,2079,1098,0.406,306,144.96,3944
0.0129,0.96,1981,1120,0.398,296,144.69,3944
0.0129,0.96,1844,1143,0.394,276,145.55,3944
0.0129,0.96,2766,1042,0.415,383,143.18,3980
0.0129,0.96,2658,1055,0.411,374,142.94,3980
0.0129,0.96,2648,1071,0.406,368,144.12,3990
0.0129,0.96,2550,1097,0.395,358,144.26,3990
0.0129,0.96,2010,1113,0.405,293,146.17,3952
0.0129,0.96,1687,1151,0.399,254,146.07,3947
0.0131,3,3481,374,0.875,839,49.27,966
0.0131,3,3236,376,0.846,832,46.24,955
0.0131,3,2501,390,0.821,776,43.9,969
0.0131,3,2256,391,0.817,752,43.68,968
0.0131,3,2010,401,0.792,764,34.33,985
0.0131,3,3383,376,0.858,843,46.46,964
0.0131,3,3040,379,0.86,821,44.94,974
0.0131,3,2501,394,0.812,775,44.14,973
0.0131,3,2305,404,0.788,747,46.11,972
0.0131,3,1961,406,0.79,709,46.15,974
0.0131,3,3530,374,0.853,865,43.96,959
0.0131,3,3285,379,0.841,846,43.85,963
0.0131,3,2893,387,0.828,812,44.02,970
0.0131,3,2403,391,0.818,766,43.96,970
0.0131,3,2207,394,0.812,746,43.87,970
0.0131,3,1863,414,0.759,707,43.85,970
0.0131,3,1618,436,0.709,676,43.81,970
0.0131,3,1912,415,0.766,694,48.36,970
0.0131,3,1814,423,0.756,661,53.43,967
0.0131,3,1569,448,0.68,667,44.38,967
0.0131,3,3432,717,0.648,760,67.26,1481
0.0131,3,3109,655,0.705,838,42.27,1494
0.0131,3,2363,727,0.611,765,43.22,1500
0.0131,3,2108,744,0.59,732,44.64,1490
0.0131,3,3413,666,0.679,853,44.63,1484
0.0131,3,2766,702,0.635,798,44.64,1490
0.0131,3,2511,715,0.621,774,44.61,1490
0.0131,3,2256,736,0.599,749,44.4,1493
0.0131,3,2001,758,0.58,715,45.82,1493
0.0131,3,1746,797,0.542,685,45.65,1493
